template,name,id,ticker,currency,isin,fiscal_period,fiscal_year,report_date,publish_date,restated,source,ttm,value_check,data_model,net_income_starting_line,net_income,net_income_from_discontinued_operations,other_adjustments,depreciation_amortization,non_cash_items,stock_based_compensation,deferred_income_taxes,other_non_cash_adjustments,change_in_working_capital,x_increase_decrease_in_accounts_receivable,x_increase_decrease_in_inventories,increase_decrease_in_accounts_payable,increase_decrease_in_other,net_cash_from_discontinued_operations_operating,cash_from_operating_activities,change_in_fixed_assets_intangibles,disposition_of_fixed_assets_intangibles,disposition_of_fixed_assets,disposition_of_intangible_assets,acquisition_of_fixed_assets_intangibles,purchase_of_fixed_assets,acquisition_of_intangible_assets,other_change_in_fixed_assets_intangibles,net_change_in_long_term_investment,decrease_in_long_term_investment,increase_in_long_term_investment,net_cash_from_acquisitions_divestitures,net_cash_from_divestitures,cash_for_acqusition_of_subsidiaries,cash_for_joint_ventures,net_cash_from_other_acquisitions,other_investing_activities,net_cash_from_discontinued_operations_investing,cash_from_investing_activities,dividends_paid,cash_from_repayment_of_debt,cash_from_repayment_of_short_term_debt_net,cash_from_repayment_of_long_term_debt_net,repayments_of_long_term_debt,cash_from_long_term_debt,cash_from_repurchase_of_equity,increase_in_capital_stock,decrease_in_capital_stock,other_financing_activities,net_cash_from_discontinued_operations_financing,cash_from_financing_activities,net_cash_before_disc_operations_and_fx,change_in_cash_from_disc_operations_and_other,net_cash_before_fx,effect_of_foreign_exchange_rates,net_changes_in_cash
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q1,2020,2020-03-31,2020-04-29,TRUE,https://www.sec.gov/Archives/edgar/data/1652044/000165204421000020/0001652044-21-000020-index.htm,FALSE,TRUE,0,6836000000,NA,NA,NA,2899000000,4674000000,3191000000,175000000,1308000000,-2958000000,2602000000,NA,-835000000,-4725000000,NA,11451000000,-6005000000,NA,NA,NA,-6005000000,-6005000000,NA,NA,3936000000,41811000000,-37875000000,-190000000,NA,NA,NA,-190000000,412000000,NA,-1847000000,NA,-49000000,NA,NA,NA,NA,-8496000000,NA,-8496000000,359000000,NA,-8186000000,1418000000,NA,1418000000,-272000000,1146000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q4,2019,2019-12-31,2020-02-04,TRUE,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000050/0001652044-20-000050-index.htm,FALSE,TRUE,0,10671000000,NA,NA,NA,3082000000,1896000000,2645000000,-208000000,-541000000,-1222000000,-4365000000,NA,814000000,2329000000,NA,14427000000,-6052000000,NA,NA,NA,-6052000000,-6052000000,NA,NA,3667000000,23042000000,-19375000000,-2142000000,NA,NA,NA,-2142000000,-176000000,NA,-4703000000,NA,-47000000,NA,NA,NA,NA,-6098000000,NA,-6098000000,-1181000000,NA,-7326000000,2398000000,NA,2398000000,68000000,2466000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q3,2019,2019-09-30,2019-10-29,TRUE,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000050/0001652044-20-000050-index.htm,FALSE,TRUE,0,7068000000,NA,NA,NA,2732000000,3981000000,2624000000,-239000000,1596000000,1685000000,-1000000,NA,57000000,1629000000,NA,15466000000,-6732000000,NA,NA,NA,-6732000000,-6732000000,NA,NA,-2557000000,34091000000,-36648000000,-126000000,NA,NA,NA,-126000000,470000000,NA,-8945000000,NA,-145000000,NA,NA,NA,NA,-5696000000,NA,-5696000000,-1113000000,NA,-6954000000,-433000000,NA,-433000000,-122000000,-555000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q2,2019,2019-06-30,2019-07-26,TRUE,https://www.sec.gov/Archives/edgar/data/1652044/000165204419000015/0001652044-19-000015-index.htm,FALSE,TRUE,0,9947000000,NA,NA,NA,2626000000,791000000,2756000000,693000000,-2658000000,-737000000,-1146000000,NA,-18000000,427000000,NA,12627000000,-6160000000,-34000000,-34000000,NA,-6126000000,-6126000000,NA,NA,-4343000000,19686000000,-24029000000,-148000000,NA,NA,NA,-148000000,196000000,NA,-10455000000,NA,-46000000,NA,NA,NA,NA,-3577000000,NA,-3577000000,-1123000000,NA,-4746000000,-2574000000,NA,-2574000000,13000000,-2561000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q1,2019,2019-03-31,2019-04-30,TRUE,https://www.sec.gov/Archives/edgar/data/1652044/000165204419000015/0001652044-19-000015-index.htm,FALSE,TRUE,0,6657000000,NA,NA,NA,2416000000,1834000000,2769000000,-73000000,-862000000,1093000000,1172000000,NA,-425000000,346000000,NA,12000000000,-4604000000,34000000,34000000,NA,-4638000000,-4638000000,NA,NA,-784000000,21006000000,-21790000000,-99000000,NA,NA,NA,-99000000,99000000,NA,-5388000000,NA,-30000000,NA,NA,NA,NA,-3025000000,NA,-3025000000,-1128000000,NA,-4183000000,2429000000,NA,2429000000,18000000,2447000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q4,2018,2018-12-31,2019-02-05,TRUE,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000035/0001652044-18-000035-index.htm,FALSE,TRUE,0,8948000000,NA,NA,NA,2373000000,1171000000,2253000000,55000000,-1137000000,495000000,-2887000000,NA,774000000,2608000000,NA,12987000000,-7150000000,-69000000,-69000000,NA,-7081000000,-7081000000,NA,NA,-192000000,13581000000,-13773000000,-39000000,NA,NA,NA,-39000000,505000000,NA,-6876000000,NA,-5000000,NA,NA,NA,NA,-2650000000,NA,-2650000000,-91000000,NA,-2746000000,3365000000,NA,3365000000,-107000000,3258000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q3,2018,2018-09-30,2018-10-26,TRUE,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000027/0001652044-18-000027-index.htm,FALSE,TRUE,0,9192000000,NA,NA,NA,2138000000,2012000000,2230000000,880000000,-1098000000,-132000000,-670000000,NA,316000000,222000000,NA,13210000000,-5262000000,20000000,20000000,NA,-5282000000,-5282000000,NA,NA,-5282000000,9403000000,-14685000000,-18000000,NA,NA,NA,-18000000,154000000,NA,-10408000000,NA,-25000000,NA,NA,NA,NA,-2200000000,NA,-2200000000,-1253000000,NA,-3478000000,-676000000,NA,-676000000,-29000000,-705000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q2,2018,2018-06-30,2018-07-24,TRUE,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000016/0001652044-18-000016-index.htm,FALSE,TRUE,0,3195000000,NA,NA,NA,1862000000,1595000000,2413000000,-139000000,-679000000,3480000000,-312000000,NA,-145000000,3937000000,NA,10132000000,-5458000000,19000000,19000000,NA,-5477000000,-5477000000,NA,NA,1575000000,16172000000,-14597000000,-184000000,NA,NA,NA,-184000000,693000000,NA,-3374000000,NA,-1344000000,NA,NA,NA,NA,-2052000000,NA,-2052000000,-1541000000,NA,-4937000000,1821000000,NA,1821000000,-331000000,1490000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q1,2018,2018-03-31,2018-04-24,TRUE,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000016/0001652044-18-000016-index.htm,FALSE,TRUE,0,9401000000,NA,NA,NA,1791000000,-615000000,2457000000,-18000000,-3054000000,1065000000,1700000000,NA,122000000,-757000000,NA,11642000000,-7269000000,30000000,30000000,NA,-7299000000,-7299000000,NA,NA,175000000,9351000000,-9176000000,-1250000000,NA,NA,NA,-1250000000,498000000,NA,-7846000000,NA,1313000000,NA,NA,NA,NA,-2173000000,NA,-2173000000,-1158000000,NA,-2018000000,1778000000,NA,1778000000,165000000,1943000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q4,2017,2017-12-31,2018-02-06,TRUE,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000035/0001652044-18-000035-index.htm,FALSE,TRUE,0,-3020000000,NA,NA,NA,1831000000,2130000000,1847000000,16000000,267000000,9327000000,-3049000000,NA,673000000,11703000000,NA,10268000000,-4289000000,18000000,18000000,NA,-4307000000,-4307000000,NA,NA,-2989000000,11371000000,-14360000000,-14000000,NA,NA,NA,-14000000,318000000,NA,-6974000000,NA,-22000000,NA,NA,NA,NA,-2101000000,NA,-2101000000,-1055000000,NA,-3178000000,116000000,NA,116000000,18000000,134000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q3,2017,2017-09-30,2017-10-27,TRUE,http://www.sec.gov/Archives/edgar/data/1652044/000165204418000035/0001652044-18-000035-index.htm,FALSE,TRUE,0,6732000000,NA,NA,NA,1561000000,1865000000,1820000000,-296000000,341000000,-286000000,-1150000000,NA,-61000000,925000000,NA,9872000000,-3511000000,27000000,27000000,NA,-3538000000,-3538000000,NA,NA,-10860000000,28350000000,-39210000000,-130000000,NA,NA,NA,-130000000,97000000,NA,-14404000000,NA,-8000000,NA,NA,NA,NA,0,NA,0,-698000000,NA,-706000000,-5238000000,NA,-5238000000,108000000,-5130000000
GENERAL,Alphabet (Google),18,GOOG,USD,US02079K1079,Q2,2017,2017-06-30,2017-07-25,TRUE,http://www.sec.gov/Archives/edgar/data/1652044/000165204417000014/0001652044-17-000014-index.htm,FALSE,TRUE,0,3524000000,NA,NA,NA,1424000000,2171000000,2003000000,-75000000,243000000,284000000,-836000000,NA,16000000,1104000000,NA,7403000000,-2818000000,13000000,13000000,NA,-2831000000,-2831000000,NA,NA,-5021000000,14876000000,-19897000000,-42000000,NA,NA,NA,-42000000,40000000,NA,-7841000000,NA,-38000000,NA,NA,NA,NA,-1618000000,NA,-1618000000,-415000000,NA,-2071000000,-2509000000,NA,-2509000000,88000000,-2421000000
