template,name,id,ticker,currency,isin,fiscal_period,fiscal_year,report_date,publish_date,restated,source,ttm,value_check,data_model,net_income_starting_line,net_income,net_income_from_discontinued_operations,other_adjustments,depreciation_amortization,non_cash_items,stock_based_compensation,deferred_income_taxes,other_non_cash_adjustments,change_in_working_capital,x_increase_decrease_in_accounts_receivable,x_increase_decrease_in_inventories,increase_decrease_in_accounts_payable,increase_decrease_in_other,net_cash_from_discontinued_operations_operating,cash_from_operating_activities,change_in_fixed_assets_intangibles,disposition_of_fixed_assets_intangibles,disposition_of_fixed_assets,disposition_of_intangible_assets,acquisition_of_fixed_assets_intangibles,purchase_of_fixed_assets,acquisition_of_intangible_assets,other_change_in_fixed_assets_intangibles,net_change_in_long_term_investment,decrease_in_long_term_investment,increase_in_long_term_investment,net_cash_from_acquisitions_divestitures,net_cash_from_divestitures,cash_for_acqusition_of_subsidiaries,cash_for_joint_ventures,net_cash_from_other_acquisitions,other_investing_activities,net_cash_from_discontinued_operations_investing,cash_from_investing_activities,dividends_paid,cash_from_repayment_of_debt,cash_from_repayment_of_short_term_debt_net,cash_from_repayment_of_long_term_debt_net,repayments_of_long_term_debt,cash_from_long_term_debt,cash_from_repurchase_of_equity,increase_in_capital_stock,decrease_in_capital_stock,other_financing_activities,net_cash_from_discontinued_operations_financing,cash_from_financing_activities,net_cash_before_disc_operations_and_fx,change_in_cash_from_disc_operations_and_other,net_cash_before_fx,effect_of_foreign_exchange_rates,net_changes_in_cash
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q4,2020,2020-09-30,2020-10-30,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019321000065/0000320193-21-000065-index.htm,FALSE,TRUE,0,12673000000,NA,NA,NA,2702000000,1324000000,1724000000,-397000000,-3000000,3877000000,NA,NA,NA,NA,NA,20576000000,-1784000000,NA,NA,NA,-1784000000,NA,NA,NA,7434000000,NA,NA,-51000000,NA,NA,NA,NA,-68000000,NA,5531000000,-3511000000,4462000000,NA,NA,NA,NA,-17617000000,-430000000,-17187000000,-4691000000,NA,-21357000000,4750000000,NA,4750000000,NA,4750000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q3,2020,2020-06-30,2020-07-31,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019321000065/0000320193-21-000065-index.htm,FALSE,TRUE,0,11253000000,NA,NA,NA,2752000000,2696000000,1698000000,833000000,165000000,-430000000,NA,NA,NA,NA,NA,16271000000,-1565000000,NA,NA,NA,-1565000000,NA,NA,NA,-2992000000,27125000000,-30117000000,-339000000,NA,NA,NA,NA,-269000000,NA,-5165000000,-3656000000,-441000000,-1487000000,1046000000,-7379000000,8425000000,-15891000000,0,-15891000000,872000000,NA,-19116000000,-8010000000,NA,-8010000000,NA,-8010000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q2,2020,2020-03-31,2020-05-01,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019321000056/0000320193-21-000056-index.htm,FALSE,TRUE,0,11249000000,NA,NA,NA,2786000000,1278000000,1697000000,-302000000,-117000000,-2002000000,NA,NA,NA,NA,NA,13311000000,-1853000000,NA,NA,NA,-1853000000,NA,NA,NA,11407000000,40480000000,-29073000000,-176000000,NA,NA,NA,NA,-365000000,NA,9013000000,-3375000000,-1753000000,2497000000,-4250000000,-4250000000,0,-18146000000,428000000,-18574000000,2334000000,NA,-20940000000,1384000000,NA,1384000000,NA,1384000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q1,2020,2019-12-31,2020-01-29,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019321000010/0000320193-21-000010-index.htm,FALSE,TRUE,0,22236000000,NA,NA,NA,2816000000,1219000000,1710000000,-349000000,-142000000,4245000000,NA,NA,NA,NA,NA,30516000000,-2107000000,NA,NA,NA,-2107000000,NA,NA,NA,-10396000000,27020000000,-37416000000,-958000000,NA,NA,NA,NA,-207000000,NA,-13668000000,-3539000000,231000000,-979000000,1210000000,-1000000000,2210000000,-20704000000,2000000,-20706000000,-1395000000,NA,-25407000000,-8559000000,NA,-8559000000,NA,-8559000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q4,2019,2019-09-30,2019-10-31,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/0000320193-21-000105-index.htm,FALSE,TRUE,0,13686000000,NA,NA,NA,3179000000,545000000,1499000000,-302000000,-652000000,2500000000,NA,NA,NA,NA,NA,19910000000,-2777000000,NA,NA,NA,-2777000000,NA,NA,NA,2802000000,20899000000,-18097000000,-13000000,NA,NA,NA,NA,-810000000,NA,-798000000,-3479000000,-293000000,-3951000000,3658000000,-3305000000,6963000000,-17054000000,390000000,-17444000000,-213000000,NA,-21039000000,-1927000000,NA,-1927000000,NA,-1927000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q3,2019,2019-06-30,2019-07-31,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019320000062/0000320193-20-000062-index.htm,FALSE,TRUE,0,10044000000,NA,NA,NA,2933000000,1582000000,1496000000,86000000,NA,-2923000000,NA,NA,NA,NA,NA,11636000000,-2000000000,NA,NA,NA,-2000000000,NA,NA,NA,30120000000,38310000000,-8190000000,-320000000,NA,NA,NA,NA,-298000000,NA,27502000000,-3629000000,-4990000000,-1990000000,-3000000000,-3000000000,NA,-16954000000,1000000,-16955000000,-1231000000,NA,-26804000000,12334000000,NA,12334000000,NA,12334000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q2,2019,2019-03-31,2019-05-01,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019320000052/0000320193-20-000052-index.htm,FALSE,TRUE,0,11561000000,NA,NA,NA,3040000000,1337000000,NA,NA,NA,-4783000000,NA,NA,NA,NA,NA,11155000000,-2363000000,NA,NA,NA,-2363000000,NA,NA,NA,15749000000,22589000000,-6840000000,-124000000,NA,NA,NA,NA,86000000,NA,13348000000,-3443000000,-2542000000,-42000000,-2500000000,-2500000000,NA,-23312000000,390000000,-23702000000,-160000000,NA,-29457000000,-4954000000,NA,-4954000000,NA,-4954000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q1,2019,2018-12-31,2019-01-30,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019320000010/0000320193-20-000010-index.htm,FALSE,TRUE,0,19965000000,NA,NA,NA,3395000000,1612000000,NA,NA,NA,1718000000,NA,NA,NA,NA,NA,26690000000,-3355000000,NA,NA,NA,-3355000000,NA,NA,NA,9422000000,16926000000,-7504000000,-167000000,NA,NA,NA,NA,-56000000,NA,5844000000,-3568000000,6000000,6000000,NA,NA,NA,-8796000000,NA,-8796000000,-1318000000,NA,-13676000000,18858000000,NA,18858000000,NA,18858000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q4,2018,2018-09-30,2018-11-05,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/0000320193-20-000096-index.htm,FALSE,TRUE,0,14125000000,NA,NA,NA,2754000000,1864000000,NA,NA,NA,780000000,NA,NA,NA,NA,NA,19523000000,-3041000000,NA,NA,NA,-3041000000,NA,NA,NA,552000000,15858000000,-15306000000,-290000000,NA,NA,NA,NA,-222000000,NA,-3001000000,-3530000000,-27000000,-27000000,0,0,0,-18763000000,341000000,-19104000000,-260000000,NA,-22580000000,-6058000000,NA,-6058000000,NA,-6058000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q3,2018,2018-06-30,2018-08-01,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019319000076/0000320193-19-000076-index.htm,FALSE,TRUE,0,11519000000,NA,NA,NA,2665000000,2477000000,NA,NA,NA,-2173000000,NA,NA,NA,NA,NA,14488000000,-3267000000,NA,NA,NA,-3267000000,NA,NA,NA,8079000000,17388000000,-9309000000,-126000000,NA,NA,NA,NA,-739000000,NA,3947000000,-3653000000,-6010000000,-10000000,-6000000000,-6000000000,0,-20782000000,1000000,-20783000000,-1078000000,NA,-31523000000,-13088000000,NA,-13088000000,NA,-13088000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q2,2018,2018-03-31,2018-05-02,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019319000066/0000320193-19-000066-index.htm,FALSE,TRUE,0,13822000000,NA,NA,NA,2739000000,850000000,NA,NA,NA,-2281000000,NA,NA,NA,NA,NA,15130000000,-4195000000,NA,NA,NA,-4195000000,NA,NA,NA,32778000000,39977000000,-7199000000,-132000000,NA,NA,NA,NA,259000000,NA,28710000000,-3190000000,-502000000,-2000000,-500000000,-500000000,0,-22429000000,327000000,-22756000000,-151000000,NA,-26272000000,17568000000,NA,17568000000,NA,17568000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q1,2018,2017-12-31,2018-02-02,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019319000010/0000320193-19-000010-index.htm,FALSE,TRUE,0,20065000000,NA,NA,NA,2745000000,-32441000000,NA,NA,NA,37924000000,NA,NA,NA,NA,NA,28293000000,-2810000000,NA,NA,NA,-2810000000,NA,NA,NA,-10564000000,30849000000,-41413000000,-173000000,NA,NA,NA,NA,-43000000,NA,-13590000000,-3339000000,6971000000,2000000,6969000000,NA,6969000000,-10095000000,NA,-10095000000,-1038000000,NA,-7501000000,7202000000,NA,7202000000,NA,7202000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q4,2017,2017-09-30,2017-11-03,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/0000320193-19-000119-index.htm,FALSE,TRUE,0,10714000000,NA,NA,NA,2484000000,2376000000,NA,NA,NA,175000000,NA,NA,NA,NA,NA,15749000000,-3865000000,NA,NA,NA,-3865000000,NA,NA,NA,-5768000000,30245000000,-36013000000,-81000000,NA,NA,NA,NA,-228000000,NA,-9942000000,-3270000000,6923000000,-14000000,6937000000,0,6937000000,-7514000000,281000000,-7795000000,-228000000,NA,-4089000000,1718000000,NA,1718000000,NA,1718000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q3,2017,2017-06-30,2017-08-02,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019318000100/0000320193-18-000100-index.htm,FALSE,TRUE,0,8717000000,NA,NA,NA,2354000000,3135000000,NA,NA,NA,-5534000000,NA,NA,NA,NA,NA,8672000000,-2277000000,NA,NA,NA,-2277000000,NA,NA,NA,-836000000,23337000000,-24173000000,-181000000,NA,NA,NA,NA,114000000,NA,-3180000000,-3365000000,9237000000,1987000000,7250000000,-3500000000,10750000000,-7092000000,1000000,-7093000000,-858000000,NA,-2078000000,3414000000,NA,3414000000,NA,3414000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q2,2017,2017-03-31,2017-05-03,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019318000070/0000320193-18-000070-index.htm,FALSE,TRUE,0,11029000000,NA,NA,NA,2332000000,2587000000,NA,NA,NA,-3378000000,NA,NA,NA,NA,NA,12570000000,-2889000000,NA,NA,NA,-2889000000,NA,NA,NA,-11357000000,34192000000,-45549000000,-50000000,NA,NA,NA,NA,94000000,NA,-14202000000,-3004000000,10469000000,-506000000,10975000000,NA,10975000000,-6888000000,273000000,-7161000000,-159000000,NA,418000000,-1214000000,NA,-1214000000,NA,-1214000000
GENERAL,APPLE INC,111052,AAPL,USD,US0378331005,Q1,2017,2016-12-31,2017-02-01,TRUE,https://www.sec.gov/Archives/edgar/data/320193/000032019318000007/0000320193-18-000007-index.htm,FALSE,TRUE,0,17891000000,NA,NA,NA,2987000000,2708000000,NA,NA,NA,3648000000,NA,NA,NA,NA,NA,27234000000,-3420000000,NA,NA,NA,-3420000000,NA,NA,NA,-15581000000,38691000000,-54272000000,-17000000,NA,NA,NA,NA,-104000000,NA,-19122000000,-3130000000,2385000000,2385000000,NA,NA,NA,-10851000000,NA,-10851000000,-629000000,NA,-12225000000,-4113000000,NA,-4113000000,NA,-4113000000
