template,name,id,ticker,currency,isin,fiscal_period,fiscal_year,report_date,publish_date,restated,source,ttm,value_check,data_model,net_income_starting_line,net_income,net_income_from_discontinued_operations,other_adjustments,depreciation_amortization,non_cash_items,stock_based_compensation,deferred_income_taxes,other_non_cash_adjustments,change_in_working_capital,x_increase_decrease_in_accounts_receivable,x_increase_decrease_in_inventories,increase_decrease_in_accounts_payable,increase_decrease_in_other,net_cash_from_discontinued_operations_operating,cash_from_operating_activities,change_in_fixed_assets_intangibles,disposition_of_fixed_assets_intangibles,disposition_of_fixed_assets,disposition_of_intangible_assets,acquisition_of_fixed_assets_intangibles,purchase_of_fixed_assets,acquisition_of_intangible_assets,other_change_in_fixed_assets_intangibles,net_change_in_long_term_investment,decrease_in_long_term_investment,increase_in_long_term_investment,net_cash_from_acquisitions_divestitures,net_cash_from_divestitures,cash_for_acqusition_of_subsidiaries,cash_for_joint_ventures,net_cash_from_other_acquisitions,other_investing_activities,net_cash_from_discontinued_operations_investing,cash_from_investing_activities,dividends_paid,cash_from_repayment_of_debt,cash_from_repayment_of_short_term_debt_net,cash_from_repayment_of_long_term_debt_net,repayments_of_long_term_debt,cash_from_long_term_debt,cash_from_repurchase_of_equity,increase_in_capital_stock,decrease_in_capital_stock,other_financing_activities,net_cash_from_discontinued_operations_financing,cash_from_financing_activities,net_cash_before_disc_operations_and_fx,change_in_cash_from_disc_operations_and_other,net_cash_before_fx,effect_of_foreign_exchange_rates,net_changes_in_cash
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q4,2020,2020-06-30,2020-07-30,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/0001564590-22-026876-index.htm,FALSE,TRUE,0,11202000000,NA,NA,NA,3504000000,-1700000000,1349000000,447000000,-3496000000,2250000000,-9355000000,-251000000,3026000000,8830000000,NA,15256000000,-4744000000,NA,NA,NA,-4744000000,-4744000000,NA,NA,3173000000,22052000000,-18879000000,-1650000000,NA,NA,NA,NA,471000000,NA,-2750000000,-3865000000,0,NA,NA,NA,NA,-5451000000,340000000,-5791000000,-1241000000,NA,-10557000000,1949000000,NA,1949000000,-83000000,1866000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q3,2020,2020-03-31,2020-04-29,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459021020891/0001564590-21-020891-index.htm,FALSE,TRUE,0,10752000000,NA,NA,NA,3118000000,1184000000,1338000000,-206000000,52000000,2450000000,891000000,181000000,546000000,832000000,NA,17504000000,-3767000000,NA,NA,NA,-3767000000,-3767000000,NA,NA,4147000000,20057000000,-15910000000,-329000000,NA,NA,NA,NA,NA,NA,51000000,-3876000000,-3000000000,NA,NA,NA,NA,-6717000000,342000000,-7059000000,-1052000000,NA,-14645000000,2910000000,NA,2910000000,-64000000,2846000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q2,2020,2019-12-31,2020-01-29,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459021002316/0001564590-21-002316-index.htm,FALSE,TRUE,0,11649000000,NA,NA,NA,3203000000,1084000000,1340000000,-53000000,-203000000,-5256000000,-4203000000,799000000,-7000000,-1845000000,NA,10680000000,-3545000000,NA,NA,NA,-3545000000,-3545000000,NA,NA,-2411000000,16600000000,-19011000000,-80000000,NA,NA,NA,NA,0,NA,-6036000000,-3886000000,-18000000,NA,NA,NA,NA,-4972000000,234000000,-5206000000,-39000000,NA,-8915000000,-4271000000,NA,-4271000000,18000000,-4253000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q1,2020,2019-09-30,2019-10-23,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459020047996/0001564590-20-047996-index.htm,FALSE,TRUE,0,10678000000,NA,NA,NA,2971000000,-1796000000,1262000000,-177000000,-2881000000,1965000000,10090000000,-561000000,-547000000,-7017000000,NA,13818000000,-3385000000,NA,NA,NA,-3385000000,-3385000000,NA,NA,2071000000,25461000000,-23390000000,-462000000,NA,NA,NA,NA,0,NA,-1776000000,-3510000000,-2500000000,NA,NA,NA,NA,-4485000000,427000000,-4912000000,286000000,NA,-10209000000,1833000000,NA,1833000000,-72000000,1761000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q4,2019,2019-06-30,2019-08-01,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/0001564590-21-039151-index.htm,FALSE,TRUE,0,13187000000,NA,NA,NA,2924000000,-312000000,1190000000,-5723000000,4221000000,309000000,-10070000000,-113000000,1264000000,9228000000,NA,16108000000,-4051000000,NA,NA,NA,-4051000000,-4051000000,NA,NA,-2925000000,12517000000,-15442000000,-281000000,NA,NA,NA,NA,-675000000,NA,-7932000000,-3521000000,-1000000000,NA,NA,NA,NA,-4325000000,308000000,-4633000000,835000000,NA,-8011000000,165000000,NA,165000000,-21000000,144000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q3,2019,2019-03-31,2019-04-24,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459020019706/0001564590-20-019706-index.htm,FALSE,TRUE,0,8809000000,NA,NA,NA,2926000000,777000000,1172000000,-320000000,-75000000,1008000000,460000000,12000000,-197000000,733000000,NA,13520000000,-2565000000,NA,NA,NA,-2565000000,-2565000000,NA,NA,1471000000,7317000000,-5846000000,-269000000,NA,NA,NA,NA,NA,NA,-1363000000,-3526000000,0,NA,NA,NA,NA,-4479000000,274000000,-4753000000,404000000,NA,-7601000000,4556000000,NA,4556000000,18000000,4574000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q2,2019,2018-12-31,2019-01-30,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459020002450/0001564590-20-002450-index.htm,FALSE,TRUE,0,8420000000,NA,NA,NA,2995000000,-1247000000,1183000000,-173000000,-2257000000,-1268000000,-2396000000,1654000000,-440000000,-86000000,NA,8900000000,-3707000000,NA,NA,NA,-3707000000,-3707000000,NA,NA,1100000000,17958000000,-16858000000,-1593000000,NA,NA,NA,NA,NA,NA,-4200000000,-3544000000,-3000000000,NA,NA,NA,NA,-6213000000,200000000,-6413000000,-459000000,NA,-13216000000,-8516000000,NA,-8516000000,17000000,-8499000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q1,2019,2018-09-30,2018-10-24,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459019037549/0001564590-19-037549-index.htm,FALSE,TRUE,0,8824000000,NA,NA,NA,2837000000,-1821000000,1107000000,-247000000,-2681000000,3817000000,9194000000,-956000000,-395000000,-4026000000,NA,13657000000,-3602000000,NA,NA,NA,-3602000000,-3602000000,NA,NA,894000000,20445000000,-19551000000,-245000000,NA,NA,NA,NA,NA,NA,-2953000000,-3220000000,0,NA,NA,NA,NA,-3384000000,360000000,-3744000000,-780000000,NA,-7384000000,3320000000,NA,3320000000,-129000000,3191000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q4,2018,2018-06-30,2018-08-03,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/0001564590-20-034944-index.htm,FALSE,TRUE,0,8873000000,NA,NA,NA,2516000000,6758000000,1012000000,-2389000000,8135000000,-6729000000,-9188000000,-572000000,1010000000,2021000000,NA,11418000000,-3980000000,NA,NA,NA,-3980000000,-3980000000,NA,NA,1752000000,34132000000,-32380000000,-434000000,NA,NA,NA,NA,-8000000,NA,-2670000000,-3226000000,-681000000,NA,NA,NA,NA,-2107000000,255000000,-2362000000,-25000000,NA,-6039000000,2709000000,NA,2709000000,16000000,2725000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q3,2018,2018-03-31,2018-04-26,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459019012709/0001564590-19-012709-index.htm,FALSE,TRUE,0,7424000000,NA,NA,NA,2710000000,226000000,969000000,-396000000,-347000000,1791000000,1285000000,-75000000,-393000000,974000000,NA,12151000000,-2934000000,NA,NA,NA,-2934000000,-2934000000,NA,NA,7045000000,33930000000,-26885000000,-248000000,NA,NA,NA,NA,-19000000,NA,3844000000,-3232000000,-12256000000,NA,NA,NA,NA,-3530000000,251000000,-3781000000,-640000000,NA,-19658000000,-3663000000,NA,-3663000000,25000000,-3638000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q2,2018,2017-12-31,2018-01-31,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459019001392/0001564590-19-001392-index.htm,FALSE,TRUE,0,-6302000000,NA,NA,NA,2536000000,-3068000000,986000000,-2305000000,-1749000000,14709000000,-3908000000,1205000000,938000000,16474000000,NA,7875000000,-2586000000,NA,NA,NA,-2586000000,-2586000000,NA,NA,2459000000,47613000000,-45154000000,-27000000,NA,NA,NA,NA,-177000000,NA,-331000000,-3238000000,3661000000,NA,NA,NA,NA,-1819000000,189000000,-2008000000,-156000000,NA,-1552000000,5992000000,NA,5992000000,-17000000,5975000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q1,2018,2017-09-30,2017-10-26,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459018024893/0001564590-18-024893-index.htm,FALSE,TRUE,0,6576000000,NA,NA,NA,2499000000,-1409000000,973000000,-53000000,-2329000000,4774000000,7949000000,-1023000000,-407000000,-1745000000,NA,12440000000,-2132000000,NA,NA,NA,-2132000000,-2132000000,NA,NA,-4699000000,28262000000,-32961000000,-179000000,NA,NA,NA,NA,106000000,NA,-6904000000,-3003000000,-925000000,NA,NA,NA,NA,-2263000000,307000000,-2570000000,-150000000,NA,-6341000000,-805000000,NA,-805000000,26000000,-779000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q4,2017,2017-06-30,2017-08-02,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459019027952/0001564590-19-027952-index.htm,FALSE,TRUE,0,8069000000,NA,NA,NA,2343000000,6052000000,913000000,-1090000000,6229000000,-5459000000,-7029000000,-199000000,850000000,919000000,NA,11005000000,-2283000000,NA,NA,NA,-2283000000,-2283000000,NA,NA,-4625000000,24406000000,-29031000000,-358000000,NA,NA,NA,NA,-103000000,NA,-7369000000,-3009000000,1867000000,NA,NA,NA,NA,-1544000000,221000000,-1765000000,-15000000,NA,-2701000000,935000000,NA,935000000,15000000,950000000
GENERAL,MICROSOFT CORP,59265,MSFT,USD,US5949181045,Q3,2017,2017-03-31,2017-04-27,TRUE,https://www.sec.gov/Archives/edgar/data/789019/000156459018009307/0001564590-18-009307-index.htm,FALSE,TRUE,0,5486000000,NA,NA,NA,2453000000,-36000000,883000000,-284000000,-635000000,2757000000,1415000000,-16000000,-425000000,1783000000,NA,10660000000,-1695000000,NA,NA,NA,-1695000000,-1695000000,NA,NA,-2614000000,41304000000,-43918000000,-802000000,NA,NA,NA,NA,-1080000000,NA,-6191000000,-3012000000,-966000000,NA,NA,NA,NA,-1883000000,179000000,-2062000000,-375000000,NA,-6236000000,-1767000000,NA,-1767000000,12000000,-1755000000
